"","year","rcp26_A_gfdl_mean","rcp26_A_gfdl_sd","rcp26_A_hadgem_mean","rcp26_A_hadgem_sd","rcp26_A_ipsl_mean","rcp26_A_ipsl_sd","rcp26_A_miroc_mean","rcp26_A_miroc_sd","rcp26_A_noresm_mean","rcp26_A_noresm_sd","rcp26_B_gfdl_mean","rcp26_B_gfdl_sd","rcp26_B_hadgem_mean","rcp26_B_hadgem_sd","rcp26_B_ipsl_mean","rcp26_B_ipsl_sd","rcp26_B_miroc_mean","rcp26_B_miroc_sd","rcp26_B_noresm_mean","rcp26_B_noresm_sd","rcp26_C_gfdl_mean","rcp26_C_gfdl_sd","rcp26_C_hadgem_mean","rcp26_C_hadgem_sd","rcp26_C_ipsl_mean","rcp26_C_ipsl_sd","rcp26_C_miroc_mean","rcp26_C_miroc_sd","rcp26_C_noresm_mean","rcp26_C_noresm_sd","rcp26_D_gfdl_mean","rcp26_D_gfdl_sd","rcp26_D_hadgem_mean","rcp26_D_hadgem_sd","rcp26_D_ipsl_mean","rcp26_D_ipsl_sd","rcp26_D_miroc_mean","rcp26_D_miroc_sd","rcp26_D_noresm_mean","rcp26_D_noresm_sd","rcp26_E_gfdl_mean","rcp26_E_gfdl_sd","rcp26_E_hadgem_mean","rcp26_E_hadgem_sd","rcp26_E_ipsl_mean","rcp26_E_ipsl_sd","rcp26_E_miroc_mean","rcp26_E_miroc_sd","rcp26_E_noresm_mean","rcp26_E_noresm_sd","rcp85_A_gfdl_mean","rcp85_A_gfdl_sd","rcp85_A_hadgem_mean","rcp85_A_hadgem_sd","rcp85_A_ipsl_mean","rcp85_A_ipsl_sd","rcp85_A_miroc_mean","rcp85_A_miroc_sd","rcp85_A_noresm_mean","rcp85_A_noresm_sd","rcp85_B_gfdl_mean","rcp85_B_gfdl_sd","rcp85_B_hadgem_mean","rcp85_B_hadgem_sd","rcp85_B_ipsl_mean","rcp85_B_ipsl_sd","rcp85_B_miroc_mean","rcp85_B_miroc_sd","rcp85_B_noresm_mean","rcp85_B_noresm_sd","rcp85_C_gfdl_mean","rcp85_C_gfdl_sd","rcp85_C_hadgem_mean","rcp85_C_hadgem_sd","rcp85_C_ipsl_mean","rcp85_C_ipsl_sd","rcp85_C_miroc_mean","rcp85_C_miroc_sd","rcp85_C_noresm_mean","rcp85_C_noresm_sd","rcp85_D_gfdl_mean","rcp85_D_gfdl_sd","rcp85_D_hadgem_mean","rcp85_D_hadgem_sd","rcp85_D_ipsl_mean","rcp85_D_ipsl_sd","rcp85_D_miroc_mean","rcp85_D_miroc_sd","rcp85_D_noresm_mean","rcp85_D_noresm_sd","rcp85_E_gfdl_mean","rcp85_E_gfdl_sd","rcp85_E_hadgem_mean","rcp85_E_hadgem_sd","rcp85_E_ipsl_mean","rcp85_E_ipsl_sd","rcp85_E_miroc_mean","rcp85_E_miroc_sd","rcp85_E_noresm_mean","rcp85_E_noresm_sd"
"1",1971,53.9034606557928,7.90197764040914,51.8185241676651,20.9789672671551,49.312908446078,14.4972173925672,65.7839750140882,12.9039950821502,88.8150566175444,21.5188883279195,3.21569577501561,0.471261275482175,4.13678524152379,1.66231696818482,2.53805152459439,0.736243496597649,3.35619848929641,0.636359988944658,4.79848504384422,1.12487795991037,22.1249032331235,3.15487670554143,28.7565708118719,10.2661534317646,24.9541629458052,6.41560269801939,28.231810071468,5.34606449165648,31.9748706963709,8.35816286424958,35.3428948700107,6.5853510122622,25.9535736789003,8.98385345553021,39.1644800849039,9.80675320638615,39.3342202405686,8.21225630256731,18.6096437380373,5.61716113558557,2.02243572259044,0.433780225758413,0.475183125089671,0.196070245301143,1.79907263992327,0.46185602022163,1.00455960935299,0.205678143247744,0.556553314792999,0.138459891036328,53.8353627647558,7.9000740811138,52.115012068513,21.4390215237729,49.7917977358547,14.7756279479582,65.7829279531598,13.0425863032175,89.7192014133899,21.5300809141766,3.22489961497425,0.478420699692966,4.12513443043982,1.64149749454132,2.5369981129789,0.733170981310486,3.35159527508028,0.642411360835241,4.80230545748261,1.12052421248317,22.1347414684838,3.13768857352472,28.7622916026745,10.3623281889468,24.8942875568837,6.42582280295497,28.1875204942884,5.29847804575465,31.9131106428843,8.36930006442339,35.4095513248382,6.50602609455596,26.0230924585453,8.96496714956376,39.2326909085474,9.7607306615093,39.314130594652,8.08135840612224,18.5237418054678,5.58969128812763,2.02706063276377,0.425068144883445,0.480390867552914,0.195336572300743,1.7665758626334,0.452388225683762,1.00939822143275,0.211854486893356,0.558554853020917,0.136905581898008
"2",1972,54.9414804335778,8.07499355690611,53.4727626467352,21.7023836877277,50.9934245730637,14.7814887478955,67.7828452994126,13.3609310284954,91.1692440154201,22.6136214231585,3.18749321765838,0.469664643364107,4.11068189814597,1.62958853091968,2.88545869423246,0.797680391213635,3.11500691335224,0.585521425277963,4.54203268407882,1.06739188040313,18.0360066401563,2.57915621849743,26.1821665574259,9.37790662267902,25.2450702769473,6.50972881367048,25.8367051858704,4.91137033038353,30.7945859176006,8.10021900746935,34.9945025209359,6.58380895948665,26.2850407538069,9.05284043651396,45.3020811501032,11.3252840589387,35.4210010190208,7.31591450034964,23.4599836496822,7.22703607892979,2.19713432021032,0.460451697374001,0.469786589088038,0.186286331396169,2.01095505407897,0.49651884019702,0.946542947878662,0.193846678623639,0.551039806036065,0.133131763847368,54.8434949503693,8.04329259596427,53.62527331454,22.1417997308664,51.3630014242623,15.0517828018123,67.7204087576269,13.4620963407179,92.157784343299,22.6489113408593,3.19191499665964,0.4712159066626,4.10409278108306,1.62508060818731,2.89411799598294,0.797899573521033,3.11351797884903,0.596597534445532,4.53594148677475,1.06802408144584,18.0417483012721,2.58876632299691,26.1392211937872,9.41550166552087,25.1433422846549,6.52161448262945,25.8222064524928,4.8452053015382,30.7320190476353,8.08248787339189,35.1295023113328,6.5817087889172,26.3362502281957,9.04387414077933,45.3283096114442,11.3031524515063,35.4185324888924,7.27609244429057,23.3539803933669,7.1736761521833,2.20341623407997,0.461481644981082,0.474917664431901,0.184852344767754,1.99889325017257,0.515252630842753,0.948502857409959,0.197238147704834,0.552822051199543,0.131279246174048
"3",1973,49.1828127853944,7.19110673659647,48.0812191158374,19.39082260114,48.9996760277248,14.189374731597,68.2915889735287,13.4652185735863,85.0993254643269,20.6914653697768,5.29293126987569,0.766278434699726,2.90565240342353,1.18931074232734,2.94889830820822,0.855446522749011,3.39903072115714,0.644168393170261,4.8230922424133,1.13373150022974,24.3575995984372,3.46543724221123,28.5324931267098,10.2583455971477,26.3359720089413,6.69113820607237,28.1251052217072,5.35715904416643,26.2607656660466,6.95669226113279,40.4799226485467,7.42874995769228,28.1399292314273,9.79829016316986,37.1472421642557,9.29494035088073,38.0746124875161,7.93861978257078,26.6139965155897,8.33962627025408,2.31402341354469,0.489077319649067,0.518181539224789,0.222400467150979,1.2514530850077,0.326439252775097,1.28671801173941,0.266095073953379,0.726544748452506,0.179744232830643,49.1713487677896,7.20320819266978,48.3015961183985,19.7099629918011,49.4394580814091,14.425301983621,68.2513196641604,13.5485965165169,85.9597261403079,20.7100368915104,5.3046205761444,0.777733796512295,2.90224330395356,1.18731621450425,2.93815794435198,0.855499012923635,3.39535743851494,0.651484870169531,4.8192731274849,1.13171262834181,24.3910974719227,3.47370893875823,28.5092777948714,10.3071527055934,26.2305935260159,6.74254746957084,28.0920064733039,5.28088958120506,26.2142883791677,6.96460150152643,40.5332837160525,7.46455787357678,28.3083500902676,9.775136290898,37.1924286603917,9.31098135830135,38.1703119012999,7.91721315399619,26.5008775022029,8.28580399168479,2.32873900901908,0.498771086295299,0.523518498426037,0.222134944537371,1.23731572546968,0.321903432383276,1.28628050402359,0.264036871087749,0.728767242746246,0.177081343823063
"4",1974,72.0099461995332,10.6868708484763,53.1601799197227,21.7380170778933,49.8124736029269,14.6448367688385,59.4889414995477,11.6915291725851,85.6353741483617,20.4572537367446,3.61378776110534,0.526909302747694,2.76959222468098,1.09180253340416,2.86483819985966,0.811820742226466,5.4168635134401,1.04678459832561,4.47420776040801,1.03320376239299,20.7604054459874,2.96808810881022,24.6657132056409,8.77507542254839,23.1052719749282,5.99287868894435,24.4974756217294,4.59604560389357,27.4666891905932,7.39176371833085,33.9981798400331,6.4375582127531,28.7533462611427,9.97066566595816,38.9973960327568,9.75996992845903,37.0998476840448,7.74038234920149,24.060200500126,7.40521269010868,2.42373267918742,0.508401383450616,0.497167363292274,0.208795037806702,1.35399851048932,0.354199487138884,1.23193856820445,0.257937744766874,0.553225409921449,0.15957072989431,71.8424851359564,10.6978861775781,53.381023486096,22.2156275462561,50.2736853143827,15.0155774946433,59.4014551573075,11.6260738114792,86.490782735196,20.4849231936408,3.62096395434909,0.529235512158261,2.76233243921838,1.09143678869367,2.87217259046895,0.807672088412197,5.41336908133009,1.05152123277398,4.46417733845129,1.04739860928294,20.7546036720157,2.96266423206731,24.6694030719717,8.82389796504144,23.0289351843471,5.99397985624238,24.4607093894653,4.56664249178909,27.3648824263589,7.36013980001359,34.0478434346869,6.36622184763088,28.8541340955802,9.98672606165492,39.0308004533312,9.74845997536961,37.1941599106643,7.69131380675621,23.9038889160355,7.34724946312438,2.42251745558132,0.518223079140124,0.501072491897649,0.208410378667757,1.34078332653168,0.346880846533627,1.23534751463327,0.260304360102488,0.555207268803307,0.159111166609434
"5",1975,62.8916236225824,9.22813581790703,50.1529783291748,20.1364715025208,41.600601900478,11.8680069007045,52.7297282145786,10.2536710697238,80.1663902315556,19.3606996921848,3.73152786747616,0.55202540500342,3.30382175038636,1.28767969705126,1.71122427767912,0.455153141708432,3.53365023966076,0.666667695821032,3.38737159598702,0.817760077368326,23.2466542530568,3.30688022604141,24.4667862386432,8.66465935430305,27.6935629592745,7.0939839619445,25.7543682546178,4.87335467948577,27.3847742306984,7.44302864083666,31.4907101824987,6.01737473834997,28.300523614432,9.71053042370131,38.7370127088401,9.72119425940185,36.1227556733489,7.58560518378202,23.2889142876591,7.17723171522186,2.06953172967185,0.435782779891211,0.558146355175868,0.234610069736576,1.43717483491928,0.364310087122067,1.28033014992859,0.263272021503702,0.562726680644214,0.135836430172776,62.7640925698519,9.27703533698913,50.2514291764003,20.5811010478563,42.0478719926347,12.1396078639691,52.7539015305686,10.2856263978414,80.9762330054845,19.4456238845832,3.74017562985308,0.553722442687147,3.30532216234923,1.29196971925272,1.711756373309,0.455357846665768,3.53255719567031,0.672772708626347,3.38983808281358,0.818211257993887,23.2580848529712,3.31728698234958,24.4029705555988,8.72524385094315,27.6429794013645,7.12711538858074,25.7260086075529,4.83014922948494,27.3083993631929,7.4115328930559,31.5872411338944,6.03448582176684,28.3672168989518,9.70833693566936,38.7311591837224,9.67354026259262,36.0992289661902,7.50010959430117,23.1664159751919,7.14327795020817,2.05518632942355,0.423511440022726,0.563679622418108,0.233486489577389,1.44066599639198,0.376307462727461,1.27650599272469,0.264312601731421,0.564745637040134,0.134104109584603
"6",1976,57.5477581011286,8.42115547125112,56.2702069608197,22.9516719466494,47.7207717243609,13.842800158,56.8609667820772,11.0552146674853,77.2247062567704,18.913473273372,3.95600600688468,0.578967456653585,4.42149244844306,1.77682805260696,3.0941453950761,0.849422018065148,3.409857215208,0.649925381785083,3.54858162407886,0.855403717308665,21.5524931456004,3.07948937172877,26.4788375349062,9.37646357971452,25.4428116349086,6.58741595916276,24.5758411755441,4.64319119356072,32.8244204701147,8.77111129952302,33.5996787510917,6.43264869299018,26.0377274609992,9.02979664762697,37.8154379958075,9.48243836390611,40.2057765141482,8.3239909009455,22.3251878603426,6.80628858573286,2.29484243430392,0.491634022005154,0.50254777417957,0.212943355983621,1.88341098128554,0.479429299456294,1.33985550468014,0.276893939712016,0.554841177964872,0.134418702584628,57.5078791708964,8.42165557991997,56.4259882453163,23.3061536298313,48.0456428140845,14.062220816827,56.7675518686,11.1956789660705,78.0475363287126,18.8827714824339,3.96963962497484,0.584953843941302,4.4012214107749,1.75392993234401,3.09076692275002,0.848238029927587,3.40389526424867,0.656008982683814,3.55086110655297,0.860098037838541,21.574070882174,3.06688139172709,26.4244835149535,9.4279423872032,25.3445877668497,6.54676409498947,24.5565415925214,4.63020747295804,32.7085797777213,8.74895400368313,33.6196406466247,6.34963229108801,26.0499305691057,8.93092042151545,37.8938590532625,9.52793949957624,40.1473903797376,8.20312463144942,22.2161838930695,6.79709726637885,2.29263362017884,0.502347165277074,0.508482391435154,0.214718687547616,1.88007986936156,0.479868914357768,1.34118878622544,0.279895531529851,0.556464718252784,0.132283653477486
"7",1977,65.9213449849575,9.71141009733629,50.5172360131783,20.2065487085782,45.4192555404869,13.3286562518475,62.3586980911194,12.0918764327425,76.0013237093366,18.2466153593902,3.94027283397408,0.579003975429234,3.51428092732327,1.41328365451613,2.21638848964658,0.605563680141755,3.54351580528464,0.675738476979781,4.24310591992346,0.994206582050865,23.4389644689212,3.33340388579905,26.8840018198411,9.43805346906456,26.2535656457217,6.79436738698548,26.1827139180128,4.96485611345179,26.1279359662119,7.0538545776763,36.1461855561461,6.81882077269576,30.1466966525371,10.4375861900692,37.3100131384204,9.39628317946633,39.820728470546,8.22891811131468,22.4996091966961,6.84935034416463,1.88233811413246,0.392007898358237,0.530991114454935,0.216152652221137,1.10862428405313,0.282525941750248,1.24757232272456,0.258698498318771,0.705204592042897,0.173857432547265,65.7490881617116,9.72394287508794,50.7753075442489,20.5795608105312,45.806661215213,13.4576362140467,62.2618792152525,12.2734091073315,76.6745741965251,18.2653394509002,3.95061749723423,0.582152703214474,3.50532250806954,1.40045787507465,2.21707305199966,0.614178539955983,3.53526344319617,0.679130870875306,4.24029466001025,0.997238797270971,23.4413916032028,3.32505586166336,26.8343352112985,9.49549543210267,26.1954281035389,6.81017005452961,26.1396073100145,4.91536299624581,26.0651265973472,7.02889620554552,36.2637063593857,6.84396577450709,30.2267908511073,10.4131138947142,37.3506938563446,9.34945738954391,39.7986706385766,8.19367220897104,22.3808603621294,6.83851565647387,1.87829051702919,0.403427326882917,0.535390951373461,0.215395064618994,1.09828473616845,0.286325659547618,1.25070742247446,0.264097800209064,0.707250378762671,0.171185583082455
"8",1978,59.1904328126192,8.70044352784846,56.6684191327184,22.9550246435017,51.4899627603513,15.0433521042047,59.5909781020928,11.5145005377167,83.8411535446315,20.56942522193,3.32199790995855,0.483286716883476,3.21882500445709,1.25428198952724,3.03971756066955,0.840569847843995,2.86366466586214,0.545118995571202,3.95487339430242,0.937629424992676,23.1756473365153,3.33008000174052,26.8380365065352,9.54173564771779,29.8326097568419,7.77930212775618,26.5498496858996,5.08705660206706,27.3345606936732,7.53296270696953,35.8085849184404,6.78035642763509,28.2942336828881,9.77196549466561,38.9997225360337,9.79653262633391,37.3722527122452,7.73147928935334,22.0860799881587,6.61898221581842,2.34569308363922,0.497396758247508,0.571805598361616,0.250461829304911,1.42717818884262,0.362311823411343,1.47256991484831,0.307993483684007,0.606155252794244,0.164524952273703,59.1239768683307,8.73306730063554,56.8918705850785,23.40316952538,52.034706403663,15.4402380470687,59.5678486244465,11.6850323035915,84.7479982047359,20.6718672333234,3.3283464831596,0.488047691533676,3.21692656346362,1.25599643014841,3.0436647547672,0.840417996086897,2.86128431026982,0.550620407659025,3.95169973820973,0.93832856800307,23.1749125425962,3.30071277610671,26.7975407538157,9.57224748278523,29.6618233368584,7.82998867029345,26.5233901066373,5.04568063282523,27.2523363569766,7.51693518069711,35.8832920088786,6.76545924492737,28.4431129382595,9.76686955094227,39.1156391209131,9.74928067006164,37.3871323929087,7.70465707821181,21.9798177353564,6.6020762846492,2.35683715398711,0.499366090949514,0.577036188234242,0.249463042849499,1.43052586154067,0.370622742707235,1.47499738493308,0.309065886870936,0.607859825235465,0.162050958557069
"9",1979,51.3201350304855,7.5118957807499,54.648626563827,22.2286799202141,53.8494466097344,15.5541334902973,57.3032768076445,11.2549508250613,91.0342078319326,22.0710890204887,2.60667789518874,0.388156081247525,3.1427385342638,1.19921014101339,5.81994257764167,1.89839538269992,2.51170225488531,0.469752471285416,6.67682033618395,1.59378447086376,20.797124534721,3.00920821430846,26.14467601886,9.253217401785,27.8955916349127,7.30297498987803,22.4586559674935,4.21941512721714,30.0211752105733,7.79568954713021,34.4586374879895,6.378668585933,26.9446599688174,9.34270422001217,40.9442906327947,10.2217632244561,43.3029979807463,8.86688355499899,24.711755265626,7.40275834208408,1.72747967573163,0.354024887177865,0.483854712688851,0.200345317581562,1.12785390175159,0.293429100940408,1.16886349822937,0.238505169447315,0.596246504125402,0.153330706967807,51.2297849383595,7.51698981142495,54.8148187753516,22.6499952398025,54.2287166140527,15.921435104163,57.3073265191749,11.2579657704438,91.9575602921249,22.0585350624806,2.61395964962972,0.388494148562232,3.13441304798899,1.1918004441036,5.85412540739758,1.88406308927543,2.50902861594866,0.480508197483716,6.66709918615383,1.58790509263111,20.8140655080488,2.96866224693908,26.1212398419525,9.31806958360257,27.7477250053006,7.32435837596586,22.407153895499,4.17456298618785,29.9764981748897,7.77931738073536,34.5573614824406,6.37216096888457,27.0210344917689,9.26314251354101,41.0451885007158,10.1467587520607,43.2938816782312,8.79642305648277,24.5911474116365,7.37874234474723,1.72722405385883,0.357018088951148,0.489335303076738,0.201291009565083,1.1200647120335,0.283483793444365,1.16691790922998,0.236850972423495,0.599097981543375,0.152170785176146
"10",1980,60.470937652958,8.92989341360532,53.4120387849081,21.7490031397112,55.7195278234379,16.5496046914023,61.9699303600554,12.1901530628996,76.9624089448735,18.5663569039455,4.69051682038721,0.674962828468268,3.80154121360751,1.54249935814498,4.78833345461308,1.42041495524804,3.027746371368,0.566793908463363,4.56417694288119,1.06147674062893,26.5758990358039,3.78243378274995,28.9317967151258,10.2153559416373,28.6882587230571,7.52645387106844,25.9619434017294,4.91613222048375,27.1615780640237,7.21267227330398,36.1877908671452,6.72721012016503,28.6454310259028,9.91933706114887,38.5383239413609,9.59687513480533,39.7488224482653,8.25363304492903,24.9662082865243,7.54872775814251,2.00804557119899,0.430160731909125,0.514782961806844,0.22752445964638,1.62315486090547,0.413896534491087,1.19850341326139,0.243508512958396,0.574699384609455,0.14609730594782,60.3207287890708,8.92365786770499,53.5432385462136,22.1931008002366,56.2031322555735,16.95442783692,61.8333219461234,12.1751409361128,77.7909218132281,18.673437857042,4.69419858930192,0.682308259633761,3.78742347628139,1.5290035454507,4.81036999633862,1.41997876469624,3.03004380340823,0.576842090492557,4.55635413900659,1.0752551504871,26.5607621008747,3.80088597974838,28.8631456540621,10.2425959970745,28.5037445069345,7.50858958616319,25.9178876549805,4.89214767556413,27.0804490426927,7.20184296802448,36.2184858240708,6.69141894691039,28.7148051870829,9.86876645381283,38.6510260181885,9.63003091595716,39.7436615008765,8.15902323019363,24.8285861321601,7.50941366925495,2.01106067780577,0.433000207596107,0.518893350315341,0.227235042664738,1.61931604685724,0.423831093399667,1.20205540451122,0.24609737051536,0.576420553077471,0.143206890207074
